"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000004455.17"	9346.91200842483	0.0558537003391055	0.13725571875612	0.406931680845648	0.684058166773537	0.837367923869677
"ENSG00000004468.13"	27.4160334106175	-0.725535538560332	0.853467935501722	-0.850102866645854	0.395267898000028	NA
"ENSG00000004478.8"	7462.49299425081	-0.0541345670651955	0.0755756344464734	-0.716296561208976	0.473808249710721	0.695934975020011
"ENSG00000004487.16"	4903.51587531585	-0.155017556505336	0.0770481668148057	-2.01195645417416	0.0442245275142939	0.155803802176317
"ENSG00000004534.15"	5016.3295387632	-0.0722255401666192	0.0670726216155326	-1.07682596008583	0.281558025332405	0.522157063369344
"ENSG00000004660.15"	530.946156112559	0.385503052877072	0.129819458920877	2.96953211854033	0.00298253631683581	0.0209507586763964
"ENSG00000004700.16"	3523.37537972962	0.177331512482747	0.0878840967891054	2.0177884163535	0.0436133018011597	0.154292423261289
"ENSG00000004766.17"	1744.78086394447	-0.0268768591996255	0.116276962448452	-0.23114517814774	0.817202018200527	0.912381082891251
"ENSG00000004776.13"	7.06337111000586	1.31457159297981	1.1626800878585	1.13063912137782	0.258207014442552	NA
"ENSG00000004777.18"	863.399667558765	-0.440924994293694	0.153892358295077	-2.86515197491647	0.00416809152838982	0.0270955454476497
"ENSG00000004779.10"	2649.01682975669	0.144963979906782	0.0847217754749884	1.71105927719348	0.0870701706796286	0.248888068294643
"ENSG00000004799.8"	328.366682484962	-0.652343465318611	0.163242543716552	-3.9961608687703	6.43779953112186e-05	0.000848619029102427
"ENSG00000004838.14"	20.2566776423111	0.544403249209437	0.76041618458922	0.715928014477396	0.47403579920215	NA
"ENSG00000004846.16"	6.85020377642059	0.0648613751597548	1.13760387367631	0.0570157826116984	0.954532622886459	NA
"ENSG00000004864.13"	1215.15094263801	0.166440939189683	0.143814452443682	1.15733110519516	0.24713710983322	0.482607554288717
"ENSG00000004866.20"	1613.72667015912	-0.301325287168994	0.0910873613975658	-3.30809107373097	0.000939342565212603	0.00822596556630871
"ENSG00000004897.12"	9635.32549153763	0.122352962366176	0.127414344524004	0.96027619828257	0.336916225893094	0.577816361015609
"ENSG00000004939.15"	19.881700415419	0.134726676344072	0.761932222701018	0.17682238961685	0.859647901792221	NA
"ENSG00000004948.15"	25.0117818751242	0.38114339896233	0.585052529279481	0.651468679969173	0.514743988565772	NA
"ENSG00000004961.15"	2901.41005081613	-0.0332439961529029	0.0696198435328271	-0.477507481573522	0.633000794598891	0.806398404291106
"ENSG00000004975.12"	3637.33827327683	-0.344731081508164	0.0710625925437817	-4.85109069579433	1.22784379625328e-06	2.5704480689041e-05
"ENSG00000005001.10"	129.491124407339	0.713523479008456	0.352451888237009	2.02445639482187	0.0429232142412165	0.152943362944748
"ENSG00000005007.12"	891.66188306423	-0.0796219393164792	0.158808903347049	-0.501369492757464	0.616111105998679	0.795923331626353
"ENSG00000005020.13"	3030.40631306354	-0.0990132042816586	0.130113433694103	-0.760976030456925	0.446671384157242	0.675388710754323
"ENSG00000005022.6"	20325.5024285703	-0.21691359226825	0.0635836013120071	-3.41147069043552	0.000646134473899483	0.00594555937071836
"ENSG00000005059.16"	2654.17679179452	-0.0351956497746178	0.10943602412614	-0.321609360863203	0.747748651382018	0.875721618159096
"ENSG00000005075.15"	2016.10761379748	0.161078546902051	0.141864392828056	1.1354402869597	0.256190887829568	0.493363550936991
"ENSG00000005100.13"	3211.97206637357	0.105397471766004	0.0948571982003177	1.111117276977	0.266517872118392	0.505218256287468
"ENSG00000005108.16"	2.79411187876894	1.05682141817299	1.54189796042489	0.685402954863346	0.493089679965207	NA
"ENSG00000005156.12"	2593.86349227162	-0.581036623896894	0.19899829232076	-2.91980708538109	0.00350248127841762	0.0237902759419145
"ENSG00000005175.10"	2126.77388541168	-0.00137550278195225	0.0916843669294773	-0.0150025879876585	0.988030115699809	0.994087649009547
"ENSG00000005187.12"	61.0084275779707	-0.755394081793747	0.399344906772622	-1.89158311269975	0.0585465476629938	0.189225409211107
"ENSG00000005189.19"	278.208221835692	-0.107922645133446	0.199230325774351	-0.54169788014943	0.588026650331726	0.774755342737401
"ENSG00000005194.15"	2521.8449286779	0.749224928855798	0.0833482779618892	8.98908708345935	2.4929245189104e-19	3.54020981938049e-17
"ENSG00000005206.17"	2190.65645191605	-0.0839804680267995	0.122640391405204	-0.684770058742949	0.493489031943637	0.710378172149661
"ENSG00000005238.19"	2997.00507623621	-0.13040310537246	0.069403103288427	-1.87892326414466	0.0602549717616453	0.192265980082618
"ENSG00000005243.10"	148.518149526751	-0.24153472471987	0.328993489146037	-0.734162628405861	0.462849627241617	0.687293747114539
"ENSG00000005249.13"	183.225411704886	0.309618998266749	0.250653570112102	1.23524671173953	0.216738699356003	0.446674982589608
"ENSG00000005302.19"	1946.94923861933	-0.0767100355135665	0.0853594609247312	-0.898670571282173	0.368828156645543	0.610189842150835
"ENSG00000005339.14"	1691.70234430659	-0.403287076429843	0.250673295381336	-1.60881547360816	0.107656696374625	0.285791287832042
"ENSG00000005379.17"	788.992911803303	-0.320733533431568	0.163198882790727	-1.96529245756449	0.0493803980576781	0.168220432896804
"ENSG00000005421.9"	4.45807672735445	-0.675919824543912	1.38751515782117	-0.487144101261797	0.626156215366746	NA
"ENSG00000005436.14"	1207.82258944558	-0.223601469089024	0.192114636405262	-1.16389606368846	0.244466135005888	0.479294194378894
"ENSG00000005448.16"	1672.62913165009	-0.0225745644736299	0.130719712772141	-0.172694416128193	0.862891633131793	0.936374054387147
"ENSG00000005469.11"	67.7530951864767	-0.0325778816958494	0.370211221692048	-0.0879980934855306	0.929878191443577	0.968446426558524
"ENSG00000005471.17"	2.78332400739493	0.638797886497809	1.52880643966879	0.417840918197731	0.676063431808268	NA
"ENSG00000005483.21"	4335.09199746402	-0.123678853122661	0.167484933770595	-0.738447634293272	0.460242477426313	0.68571793585135
"ENSG00000005486.17"	1943.07534618938	-0.0459508707542714	0.139477371734678	-0.329450363042987	0.741815306192649	0.87158869351789
"ENSG00000005700.15"	475.308087089354	0.0396588957410649	0.213002690196528	0.186189647203392	0.852296042342414	0.930815665049294
"ENSG00000005801.18"	1318.52301859207	0.169150250479915	0.0877292497868368	1.92809411787874	0.0538434204985612	0.179023199943925
"ENSG00000005810.18"	4044.7013695648	-0.398037251400848	0.147276234579497	-2.70265771349549	0.00687875421891011	0.0399135801876524
"ENSG00000005812.11"	2077.43109436046	-0.027047494842985	0.0907253514849331	-0.298124993734269	0.765607766194129	0.885151742492674
"ENSG00000005844.18"	16.8401325543695	0.113639047039671	1.16494373168027	0.0975489579018228	0.922290456799903	NA
"ENSG00000005882.12"	1436.40826740513	-0.219977497250141	0.128027419125652	-1.7182061370326	0.0857590225439884	0.246213117036982
"ENSG00000005884.18"	74604.6147062539	0.0805636592976868	0.0549106868302144	1.46717631754985	0.142328097548062	0.34227820246588
"ENSG00000005889.15"	2253.52306659953	-0.051738293373359	0.100460334516248	-0.515012155021155	0.606544526213792	0.788243134125759
"ENSG00000005893.15"	11766.0763951484	-0.0371013677993843	0.0633406617702291	-0.585743292894082	0.558048036300172	0.755341623271579
"ENSG00000005961.19"	28.8297197165396	0.194726483691815	0.607901959437324	0.32032547464077	0.748721613757268	NA
"ENSG00000005981.13"	24.9039248734134	-0.000152376146266008	1.17403146833534	-0.000129788809223369	0.999896443513246	NA
"ENSG00000006007.12"	4217.95206239595	-0.172699688672435	0.0773975735530315	-2.23133207857096	0.0256591403004968	0.105437454407511
"ENSG00000006015.17"	1458.2049806393	0.157891341926894	0.104167533782527	1.51574426496962	0.129584030098958	0.322671730768826
"ENSG00000006025.12"	922.726804726421	-0.0521810117972145	0.203246940365423	-0.25673701017785	0.797381798912437	0.901504783323935
"ENSG00000006042.12"	34.5235019445298	0.339104480611448	0.640270147599485	0.529627192338774	0.59637043708663	NA
"ENSG00000006062.17"	1827.36907548596	0.102360923636481	0.0940654560334364	1.08818824627923	0.276512012466979	0.516888719192921
"ENSG00000006118.14"	6687.93919662885	0.239122996263002	0.0994774670196368	2.40379056109058	0.0162260665001944	0.0756136894587882
"ENSG00000006125.18"	36776.4433031708	-0.00991915188586067	0.066089669650415	-0.150086268222077	0.88069655363892	0.944245659020664
"ENSG00000006194.10"	1367.63647634855	0.0119723255348984	0.129902287164424	0.092164085761973	0.926567671970404	0.966616005752473
"ENSG00000006210.7"	745.802205029198	0.46960870418621	0.14066276145305	3.33854318893743	0.000842189370335436	0.00750398355522033
"ENSG00000006282.21"	3461.73259959272	-0.300319518830158	0.0900072130953616	-3.33661612777604	0.000848049915527192	0.00754643900929398
"ENSG00000006283.18"	4.14902945216702	0.498594203689777	1.26093536055728	0.395416148429227	0.692535793346631	NA
"ENSG00000006327.13"	2364.7747505309	-0.267336931791197	0.14594182227064	-1.8318048084629	0.0669805066046649	0.20719884987183
"ENSG00000006432.15"	2260.43789532393	-0.275999040537156	0.117862669396616	-2.34170023426503	0.0191961258843678	0.0856303866765435
"ENSG00000006451.8"	4227.27247970885	-0.622670492937578	0.0914514267730891	-6.80875646131316	9.84459677661898e-12	5.2972390858565e-10
"ENSG00000006453.14"	4411.13836586961	0.0179731894957402	0.0987888818079595	0.181935347043194	0.855633464470888	0.932612040915215
"ENSG00000006459.11"	1542.43556674232	-0.114130555616648	0.176246782813724	-0.647561072007042	0.517268882119414	0.727524898018678
"ENSG00000006468.14"	4637.49854933239	0.239118021632594	0.105165349906998	2.27373390421898	0.0229819903770798	0.0977994802113915
"ENSG00000006530.18"	2123.37214306744	-0.110681342086562	0.103744155704223	-1.06686821378273	0.286031350174411	0.527312881243645
"ENSG00000006534.16"	2363.83551316903	-0.250636945728206	0.0708301989387579	-3.53856052197332	0.000402315043436994	0.00396415573915922
"ENSG00000006555.11"	45.7245713533665	0.409197553912593	0.4432796493344	0.923113782748695	0.35594791274557	0.597293519072996
"ENSG00000006576.16"	3184.16856185233	-0.0175564021403314	0.140014665153521	-0.125389737718413	0.900215012109265	0.95370639258854
"ENSG00000006606.8"	65.2326931027072	0.0568271469879008	0.411672464313204	0.138039708540395	0.890209035054288	0.949193394060904
"ENSG00000006607.14"	1383.08764079749	0.778022469083789	0.142938394955962	5.44306146241176	5.23725660956729e-08	1.55146687735031e-06
"ENSG00000006625.18"	1957.56597473308	0.0912542629961753	0.0907810544548909	1.00521263543507	0.314794472211454	0.556078120629906
"ENSG00000006634.8"	2870.35064745244	-0.311656416126112	0.10492418909801	-2.9703009268434	0.00297508158913595	0.0209090555562998
"ENSG00000006638.11"	90.8958780392352	-0.385258545526786	0.373143875390309	-1.03246648527677	0.301853640147547	0.543960477895402
"ENSG00000006652.14"	5739.93208379841	-0.137564880606248	0.0795256725407589	-1.72981725537426	0.0836629305023801	0.241866033093886
"ENSG00000006695.12"	1720.79722933627	-0.00743562310509135	0.113486385458212	-0.0655199570862118	0.947760017018124	0.975458169177956
"ENSG00000006704.10"	2336.48376391521	-0.123978340199752	0.140757427811123	-0.880794300717927	0.378429165053854	0.618461875580059
"ENSG00000006712.15"	4244.24784417461	-0.0437895157106943	0.100795909982057	-0.434437426265502	0.66397082481597	0.825599348425131
"ENSG00000006715.16"	2707.24994935339	-0.00462277687931141	0.159743139231956	-0.0289388132819832	0.976913390051807	0.988756939600561
"ENSG00000006740.17"	3.96321802932473	0.821466912299133	1.43677390771828	0.57174403563863	0.56749539667632	NA
"ENSG00000006744.19"	5191.42041800383	0.447921991272802	0.0902508349628142	4.96307864029578	6.93844717572286e-07	1.57458171080037e-05
"ENSG00000006747.15"	55.9822262883926	-0.768493488853797	0.482184461560656	-1.59377489346393	0.110986462767366	0.291682686861409
"ENSG00000006756.16"	750.376993675503	0.0706785163528081	0.177122712746338	0.399037002408769	0.689865939811544	0.840072782965348
"ENSG00000006757.12"	707.788403076825	0.228442243556515	0.138958941944801	1.64395497230585	0.100185503687604	0.272828707833237
"ENSG00000006831.10"	7119.73212684301	0.245101653342446	0.117975177911438	2.07756968611177	0.0377490106414319	0.140082009109247
"ENSG00000006837.12"	182.586966052974	-0.0149301694247073	0.226658017152941	-0.0658709081295496	0.947480602213288	0.97530603015155
"ENSG00000007047.15"	1391.51444709656	-0.22467078766722	0.0904493545354954	-2.48394019858983	0.012993762675739	0.0640390271407174
"ENSG00000007080.11"	4214.17283732566	0.0855134834631127	0.104993600441514	0.81446376830126	0.41537932028015	0.649030187937734
"ENSG00000007168.13"	10016.7709834676	-0.0791279206888762	0.0727793612082099	-1.08723021712851	0.276935079727287	0.517129820173769
"ENSG00000007171.18"	4.06025110307896	-0.256477794750961	1.32892075767934	-0.192997056648314	0.846961273210503	NA
"ENSG00000007174.18"	10.9905089660739	0.510899819880832	0.843144339412415	0.60594585766522	0.544550706607787	NA
"ENSG00000007202.15"	14227.5082540829	-0.277334263428691	0.0666025513332637	-4.16401861305545	3.12694606718741e-05	0.00044821729527062
"ENSG00000007237.18"	47.981180276314	0.816421957735033	0.519099664360369	1.57276533542171	0.115773165020492	0.299600854434958
"ENSG00000007255.10"	104.252142680379	-0.280948534291724	0.357670119088894	-0.785496241641303	0.432162673028308	0.662700748187124
"ENSG00000007264.15"	5.39521511008393	-0.573984574515175	1.3195435768195	-0.434987206635987	0.663571713601847	NA
"ENSG00000007314.12"	5.68908804731401	-2.03637112288388	1.57226688373281	-1.29518159032213	0.19525759401218	NA
"ENSG00000007341.19"	815.314811859169	0.214009849318852	0.122527920895007	1.74662107832741	0.0807030884369778	0.236428124887148
"ENSG00000007350.17"	2.16752606559283	-1.51659202885114	2.06847420343226	-0.733193590877094	0.463440363813702	NA
"ENSG00000007376.8"	1013.60353019694	0.134241458505877	0.096522769398328	1.39077504036267	0.1642936541081	0.37537652767276
"ENSG00000007384.15"	3833.6652006165	-0.0867992474394214	0.0760194891741059	-1.14180256119095	0.25353609752394	0.49023859396298
"ENSG00000007392.16"	2162.88817583261	0.197033882606174	0.132848329982323	1.48314911171553	0.138034798086438	0.335326633731703
"ENSG00000007402.11"	3.07594037300191	-0.117657261875454	1.47689355101552	-0.0796653636916168	0.936503407635474	NA
"ENSG00000007516.13"	144.447553595637	-0.152739697022848	0.298348232973046	-0.511951069730811	0.608685254731371	0.790034804854861
"ENSG00000007520.4"	1961.7311900955	0.205632531354171	0.125576607079681	1.63750666733409	0.101524646970558	0.275318596876044
"ENSG00000007541.16"	640.570507982087	0.240600840138644	0.272081044534351	0.884298428618638	0.376535136321043	0.616591952308888
"ENSG00000007545.15"	1173.68441204424	-0.422893155025793	0.220508291741211	-1.91781067136514	0.0551350221595959	0.181957066377107
"ENSG00000007866.21"	3542.21806951626	-0.255398165059041	0.0707580498059781	-3.60945737989324	0.000306838180462776	0.00317081465556995
"ENSG00000007923.16"	2767.32605754832	0.0333853252963352	0.0757985203490337	0.440448245461836	0.659612488709823	0.822798336681863
"ENSG00000007933.13"	31.841486752231	-0.293801541744383	0.523219188791506	-0.561526694812139	0.574438537451852	NA
"ENSG00000007944.15"	2165.68981293012	-0.273318618432207	0.0781447805785415	-3.49759275550721	0.000469477424679642	0.00451609743363273
"ENSG00000007968.7"	106.210496730905	0.694021150780288	0.271579309059154	2.55550083393548	0.0106035107014297	0.0554741207414331
"ENSG00000008018.9"	10733.4891465977	0.148172455072019	0.087630052411745	1.69088629977995	0.0908585203954452	0.255946036492282
"ENSG00000008056.14"	7.81075174536593	1.04493877958901	1.11378504170829	0.938187119110805	0.348148256762366	NA
"ENSG00000008083.14"	5652.27078312224	0.423195503564358	0.0623274192951447	6.78987688484842	1.12229276394172e-11	5.94599339357583e-10
"ENSG00000008086.12"	994.358103108148	1.65674073162732	0.951700549831804	1.74082145052887	0.0817148807504767	0.238277409470325
"ENSG00000008118.10"	14.0883906510012	0.407607408769229	0.96337416199012	0.423103945332312	0.672219423984571	NA
"ENSG00000008128.23"	1649.34119664614	-0.134563815521609	0.104987489047605	-1.28171286638348	0.199943389795221	0.425954252154217
"ENSG00000008130.15"	5187.43570511535	-0.267529747803943	0.133018496073272	-2.0112221661007	0.0443019954688885	0.155969520820097
"ENSG00000008226.20"	6.46406878064018	0.782225417043957	1.16909749370101	0.669084846437971	0.503441355853632	NA
"ENSG00000008256.16"	5442.68910712338	0.143041800357876	0.118953700530407	1.20249979378583	0.22916994596541	0.460574881395442
"ENSG00000008277.14"	368.707101423986	0.139236677593485	0.184907975998625	0.753005254865373	0.451446756280575	0.679315284606982
"ENSG00000008282.8"	8151.24229190057	-0.0385936979713608	0.0610799497252572	-0.631855431200558	0.527481348689896	0.734677420829629
"ENSG00000008283.16"	4096.86889503531	0.0689694513945802	0.0734885817140964	0.938505680554598	0.347984599064839	0.58931495600174
"ENSG00000008294.21"	11776.630503794	0.140206137068648	0.0716457145919381	1.95693682263063	0.0503548966194941	0.170259867681279
"ENSG00000008300.17"	1006.31251763968	0.0966537829435505	0.140800799199377	0.686457630163639	0.492424573805864	0.70964767596496
"ENSG00000008311.15"	3351.72670909339	-0.369258206399977	0.0883052342587323	-4.18161176401004	2.89449909055286e-05	0.000418381164452944
"ENSG00000008323.15"	14.4134966394736	2.27096105826766	1.3766531946026	1.64962466013325	0.0990197280484073	NA
"ENSG00000008324.11"	923.608980246866	-0.19919120436528	0.148054834719524	-1.34538804317083	0.178499954500923	0.397291464412703
"ENSG00000008382.15"	355.579087727336	0.111827605588266	0.187812194136894	0.595422496937322	0.551561091282937	0.752103943023408
"ENSG00000008394.13"	6114.91570427553	-0.114772619996154	0.0790198577409076	-1.45245288054647	0.146375721821169	0.347733717386468
"ENSG00000008405.12"	1777.62137093314	0.313764289205947	0.138433381843972	2.26653632979645	0.0234185654071089	0.0990336309550265
"ENSG00000008441.16"	3568.59734336118	-0.384501066229385	0.508727413368251	-0.755809606727557	0.449763356095989	0.677843407791835
"ENSG00000008513.16"	3850.61416615518	0.105012213273133	0.0855338386619837	1.22772711848143	0.219549422794987	0.450110626432646
"ENSG00000008516.17"	7.23912131017059	1.13588642682291	1.13035039022944	1.00489762877186	0.314946146370561	NA
"ENSG00000008517.16"	3248.52160761128	0.0259249664027048	0.114601049098026	0.226219276409323	0.82103087878203	0.914078033974187
"ENSG00000008710.19"	1930.89383368026	0.00775875194684003	0.127375499735193	0.0609124357743055	0.951428945521944	0.977383357369603
"ENSG00000008735.14"	26.9545356207801	0.0150580446787134	0.591036821823064	0.0254773376593806	0.979674224547305	NA
"ENSG00000008838.20"	4277.33015464705	-0.0294422452985398	0.105839954663669	-0.278177039966612	0.780876458994844	0.893001900225685
"ENSG00000008853.16"	247.147372496981	0.245357744126288	0.417268616431845	0.588009101246088	0.556526183933244	0.754245197135029
"ENSG00000008869.12"	1864.55452286321	0.447819921885249	0.089811348877846	4.98622866130579	6.1569271916983e-07	1.4254062532041e-05
"ENSG00000008952.17"	5376.0236677234	0.466286442046616	0.0940756235200563	4.95650652740246	7.17719572675667e-07	1.62608340684331e-05
"ENSG00000008988.9"	16972.5450508091	0.00141059780673252	0.0989057389964613	0.0142620420315851	0.988620922620589	0.994213469040244
"ENSG00000009307.16"	36913.1615408405	0.00399449636624781	0.0660969195192536	0.0604339263508981	0.95181003870674	0.977447152953072
"ENSG00000009335.18"	12196.1762432787	-0.11145165649388	0.0727810349631058	-1.53132827185512	0.125688281622057	0.316113945470849
"ENSG00000009413.15"	2039.07884694481	0.0373687030087499	0.118993538635341	0.314039765833566	0.753490836634045	0.878765982793017
"ENSG00000009694.13"	90.8508937262954	-0.0509142336401853	0.345291884207349	-0.147452737723807	0.882774681710736	0.945073968423724
"ENSG00000009724.17"	3.59709508801558	0.668938584823497	1.37985197461941	0.484790105843059	0.627825241864206	NA
"ENSG00000009765.14"	12.2991297554777	0.342902070018644	1.55977396468775	0.219840872960903	0.825995086206642	NA
"ENSG00000009780.15"	369.260079398864	-0.325134799175862	0.218461773262628	-1.48829149521274	0.13667403687834	0.333391944942714
"ENSG00000009790.15"	6.589884914748	0.130403111432443	1.38781578928861	0.0939628389004623	0.925138676350587	NA
"ENSG00000009830.11"	2461.97197806913	-0.101997073517979	0.192850278677523	-0.528892538903378	0.596879998050613	0.781239549755179
"ENSG00000009844.16"	2952.65014600713	0.0613442024875811	0.0964632726270391	0.635933250209738	0.524819929516829	0.732535670188907
"ENSG00000009950.16"	411.175202034208	-0.438525919196567	0.178109126386406	-2.46211930906442	0.0138118712696388	0.0670382884180851
"ENSG00000009954.11"	7946.8596949184	0.0172614160118601	0.0818080915803944	0.210998883831644	0.832888142323108	0.920419908584101
"ENSG00000010017.13"	6495.05923993975	-0.427295954992411	0.0721393076906333	-5.92320565127757	3.15725602349388e-09	1.15056089215948e-07
"ENSG00000010030.14"	195.80268859769	0.344231292957852	0.207948475916214	1.65536819368923	0.0978498337180401	0.268609298418892
"ENSG00000010072.16"	731.166913266447	0.395886329294432	0.122229291593033	3.23888262899004	0.00119998943735012	0.0100559154157689
"ENSG00000010165.20"	2507.6660695746	0.120795335548285	0.13971114028599	0.864607756410945	0.387254113852557	0.626179765033334
"ENSG00000010219.13"	861.018114104503	0.0742564253006343	0.117549609944572	0.631702864311065	0.527581056032427	0.734677420829629
"ENSG00000010244.18"	7791.62221693175	0.0267167950847705	0.0923181095252321	0.289399287118941	0.772275840465979	0.888928078014675
"ENSG00000010256.11"	6456.85463030879	0.0374407164234685	0.0889254308137714	0.421034973694727	0.673729543620588	0.831551940259313
"ENSG00000010270.13"	2975.24532932704	0.215619669472151	0.0757022046456314	2.84826142754343	0.00439587980688759	0.0282167960577244
"ENSG00000010278.14"	8175.19301416052	-0.116338231942802	0.0810732846379439	-1.43497617571983	0.151293886698386	0.354434232869093
"ENSG00000010292.13"	12390.3747695186	-0.375762203827589	0.195531435730742	-1.92174829803345	0.0546374367598091	0.180877359136354
"ENSG00000010295.19"	167.896474593835	-0.309226610840663	0.223310094137261	-1.38474085569366	0.166131721585899	0.378608304445452
"ENSG00000010310.9"	282.404345552649	-0.311484086438245	0.234199614079609	-1.32999402096523	0.183520241277366	0.404543048264796
"ENSG00000010318.21"	278.515460620427	0.406969948826783	0.204853308186217	1.98664084280658	0.0469622117423941	0.162416386329771
"ENSG00000010319.7"	35.8554971621411	1.04808299450308	0.641386673093329	1.63408913604067	0.102240135666956	NA
